,work_year,full_time_employee,salary_in_usd,US_resident,remote_ratio,US_location,Entry_Exp,Expert_Exp,Mid_Exp, Senior_Exp,Data Analyst,Data Engineer,Data Scientist,Machine Learning Engineer,USD,EUR,GBP,INR,Other_Currency,Large_Company,Midsize_Company,Small_Company
567,2022,1,220000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
568,2022,1,120000,0,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
569,2022,1,65000,0,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
570,2022,1,120000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
571,2022,1,62651,0,100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
572,2022,1,87425,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
573,2022,1,71444,0,100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
574,2022,1,214000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
575,2022,1,192600,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
576,2020,1,50180,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
577,2021,1,195000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
578,2022,1,58255,0,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
579,2020,1,117104,0,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
580,2020,1,260000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
581,2021,1,225000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
582,2021,1,120000,1,50,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
583,2021,0,12000,0,50,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
584,2021,1,225000,1,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
585,2022,1,160000,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
586,2022,1,112300,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
587,2022,1,153000,1,50,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
588,2020,0,15966,0,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
589,2021,0,270000,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
590,2021,1,63711,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
591,2021,1,77364,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
592,2021,1,256000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
593,2022,1,21983,0,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
594,2020,0,60000,0,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
595,2021,1,24000,0,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
596,2021,0,28609,0,50,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
597,2021,1,18907,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
598,2022,1,125000,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
599,2022,1,10000,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
600,2021,1,70000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
601,2021,1,95746,0,100,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
602,2022,1,150000,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
603,2022,1,54957,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
604,2022,1,54957,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
605,2022,1,37236,1,50,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
